title,booker_year,longlist,shortlist,winner,places,ratingHistogram,ratingsCount,reviewsCount,one_star,two_star,three_star,four_star,five_star,average_rating,numPages,language,awards,series,Fiction,Literary.Fiction,Novels,Contemporary,Literature,Historical.Fiction,Audiobook,Historical,British.Literature,Adult,Adult.Fiction,X21st.Century,Book.Club,Mystery,Family,Ireland,Fantasy,Irish.Literature,Unfinished,War,Africa,Crime,Asia,LGBT,Science.Fiction,India,Romance,Canada,Queer,Humor,publish_year,publish_month,publish_day,first_award,url,titleComplete,description,imageUrl,genres,asin,isbn,isbn13,publisher,author,publishDate,characters
Wolfy and the Strudelbakers,2001,1,0,0,,"1, 7, 24, 18, 14",64,8,1,7,24,18,14,3.578125,192,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Jewish Quarterly-Wingate Prize', 'awardedAt': 1009872000000, 'category': 'Fiction', 'hasWon': None}]",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2002,4,1,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/2020910.Wolfy_and_the_Strudelbakers,Wolfy and the Strudelbakers,"An enchanting blend of humour and crisp observation in a story of Jewish exiles in Britain. Set in wartime and post-war England Wolfy and the Strudelbakers is a comic take on the disaster zone of displacement and exile. Wolfy lives with the ‘strudelbakers’—his super-critical aunt and melancholy uncle—in the surrealistic world of refugees granted shelter from persecution. He is an expert at living in two cultures—the chaotic, dark world of uprooted people desperately hanging on to their Jewish religion—and the vitality, variety and temptation he finds in London’s streets.""A most impressive novel full of narrative power and unforgettable description.""—Jewish Chronicle""The delight is in the comic detail, even when the matter is serious.""—The TimesZvi Jagendorf teaches English and Theatre Studies at the Hebrew University, Jerusalem.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354902795i/2020910.jpg,"['Jewish', 'Historical Fiction']",1899235388,1899235388,9.7819e+12,Dewi Lewis Publishing,['Zvi Jagendorf'],1.01765e+12,
The Leto Bundle,2001,1,0,0,,"11, 12, 20, 22, 12",77,7,11,12,20,22,12,3.155844156,384,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2002,4,14,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/365915.The_Leto_Bundle,The Leto Bundle,"A sensual, compelling new novel inspired by dramatic chronicles, contemporary events, and the tragic figure of a woman-goddess in permanent exileRoom XIX of the Museum of Albion doesn't usually have many visitors. But when a huge crowd of dispossessed immigrants and homeless gather to see a mummy that has recently been moved, political pressure mounts, and the curator must reveal the mystery behind the locked door. To the passionate young man who has adopted the mummy as a figurehead, the curator explains that the once secret exhibit is a bundle of rare objects and intriguing documents that tell of the wanderings of an unknown woman named Leto. Marina Warner's magical new novel weaves together the story of this ancient goddess and eternal refugee with the drama of the curator, her new friend, and the people whose lives will be transformed by The Leto Bundle.As Leto moves westward across the map from her first home, she slips through time, reappearing in different guises and ever on the run. She gives birth to twins during a far-off era of civil strife, shelters with wolves, stows away on a ship, works as a chambermaid in a war-torn city, and, in a bombing attack, saves her daughter but loses her son. The novel sweeps from mythological times to the Middle Ages, to Victorian Europe, and then to the present day, when Leto reappears, still searching, of course, for her long-lost son.The Leto Bundle retells the story of the eternal refugee in a magical modern novel of huge scope and imaginative force.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312011387i/365915.jpg,"['Mythology', 'Unfinished', 'Fantasy', 'English Literature', 'Historical Fiction', 'Fiction']",0374185484,0374185484,9.78037e+12,"Farrar, Straus and Giroux",['Marina Warner'],1.01877e+12,
All for Love,2005,1,0,0,,"11, 25, 26, 12, 4",78,11,11,25,26,12,4,2.653846154,273,English,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2006,9,5,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/297013.All_for_Love,All for Love,"A brilliant reconstruction of the operatic--and catastrophic--romance of a Hapsburg princess and a lowly cavalrymanIt was a great European scandal: she was the wife of a prince, the daughter of King Leopold II of the Belgians, and a familiar figure in the court of the aged emperor Franz Joseph. Her lover was Second Lieutenant Géza Mattachich. Ten years younger than the princess, a dashing figure in his fitted tunic and shiny boots, he was an undistinguished subaltern of dubious origin and extravagant ambition. Ahead of them both lay assignations, adultery, flight, the squandering of a fortune (not his; not hers either, as things worked out), a duel, imprisonment, bankruptcy, madness. And, as well, a genuine heroine--in the form of canteen worker Maria Stöger--who was no less ready than the princess and her soldier to risk all for love. With sparkling, satirical prose, All for Love moves from one end of pre-World War I Europe to the other. Shuttling between historical fact and fiction, between their time and ours, it evokes a world in which propriety conceals what is predatory, greedy, and corrupt. Long forgotten, Louise and Mattachich have been resurrected and placed, along with their few friends and many enemies, at the center of a drama that is both extravagant and profound.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1312034304i/297013.jpg,"['Historical Fiction', 'Romance', 'Fiction']",0805081038,0805081038,9.78081e+12,Metropolitan Books,['Dan Jacobson'],1.15744e+12,
Translated Accounts,2001,1,0,0,,"10, 19, 20, 15, 15",79,13,10,19,20,15,15,3.075949367,340,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2002,1,1,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1032875.Translated_Accounts,Translated Accounts,"Since the publication of How late it was how late, James Kelman has been working on Translated Accounts. The novel is set in an unnamed territory or country that appears to be under military rule. It is narrative in the first person, but the narrators remain anonymous, as do most of the other characters. The language used is an atypical English form, but akin to the basic translation that might appear within a department of an overseas 'foreign office'. Perhaps someone transcribed first-hand accounts of certain incidents, events and states of mind, as narrated by participants in the struggle and then passed on the transcriptions for translation; or perhaps the accounts were simply translated first hand into English and edited later. In either case the results were dispatched to a more senior civil servant who later handed them over to an appropriate state agency.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1180378238i/1032875.jpg,"['Novels', 'Fiction']",0099422190,0099422190,9.7801e+12,VINTAGE,['James Kelman'],1.00987e+12,
Cherry,2004,1,0,0,,"7, 19, 30, 26, 9",91,11,7,19,30,26,9,3.120879121,256,English,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}]",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/569989.Cherry,Cherry,Physical description; 197 p. ; 23 cm. Subjects; Single men — England — Fiction. Teachers — England — Fiction. Self-destructive behavior — England — Fiction. Dating (Social customs) — England — Fiction.,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1175884074i/569989.jpg,['Contemporary'],0297829092,0297829092,9.7803e+12,London : Weidenfeld & Nicolson,['Matt Thorne'],1.07294e+12,
This Is the Country,2005,1,0,0,,"3, 6, 35, 32, 18",94,15,3,6,35,32,18,3.595744681,NA,English,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2006,2,27,"[{'name': 'Booker Prize', 'awardedAt': 1104566400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/813008.This_Is_the_Country,This Is the Country,"In an Ireland far removed from the familiar images of travel brochures, a bright teenager is heading for son of a single mother who has given up, rarely at school, taking drugs, and hovering on the fringes of the city's criminal underworld. When he falls for Pat The Baker's sister his life changes irrevocably, not least because when she gets pregnant, Pat breaks his legs. But as he tries to make a new start and adjust to being a lover and father, he realises he cannot evade vengeance forever. THIS IS THE COUNTRY is a hard-hitting, tense and deeply moving novel that sets power and corruption against the fragile defences of love, friendship and family. As gritty as it is tender, as funny as it is dark, it tells a riveting tale of survival against the odds.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1419182610i/813008.jpg,"['Irish Literature', 'Fiction']",0340822163,0340822163,9.78034e+12,Sceptre,['William Wall'],1.14103e+12,
The Honeymoon,2004,1,0,0,,"7, 23, 42, 18, 6",96,14,7,23,42,18,6,2.927083333,272,English,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005,2,3,"[{'name': 'Booker Prize', 'awardedAt': 1072944000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/117950.The_Honeymoon,The Honeymoon,"Justin's Haythe's remarkably assured debut, The Honeymoon, has been compared to the work of Ford Madox Ford and F. Scott Fitzgerald. Set in London and Venice at the end of the twentieth century, The Honeymoon follows a young man as he looks back on a series of events that have caused his life to unravel. Traveling through the capitals of Europe with his eccentric mother Maureen, American born Gordon Garraty has led a life of barren privilege. Only after marrying Annie, several years his senior and the daughter of a North London cab driver, does Gordon begin to emerge from the sphere of his mother's influence. Accompanied by Maureen and her Swiss fiancé, Annie and Gordon finally take a long-delayed honeymoon in Venice but find that the brilliance of the city seems to distort rather than illuminate. The story gathers a palpable intensity before a single act of absurd but devastating violence pricks their happy bubble and lays bare the emptiness at the core of their gilded lives. A deeply observant and beautifully crafted tale, gently funny and tender in equal parts, The Honeymoon marks the debut of a compelling new writer.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328822306i/117950.jpg,['Fiction'],0802141838,0802141838,9.7808e+12,Grove Press,['Justin Haythe'],1.10742e+12,
Who's Sorry Now?,2002,1,0,0,,"19, 16, 34, 25, 5",99,19,19,16,34,25,5,2.808080808,320,English,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2002,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1193716.Who_s_Sorry_Now_,Who's Sorry Now?,"From the author of The Mighty Walzer, winner of the Everyman Wodehouse Award, for comic writing.Marvin Kreitman, the luggage baron of South London, lives for women. At present he loves four – his mother, his wife Hazel, and his two daughters – and is in love with five more. Charlie Merriweather, on the other hand, loves just the one woman, his wife of twenty years. Once a week the two friends meet for a Chinese lunch in Soho, contriving never quite to have the conversation they would like to have. Until today, that is. What follows shows Howard Jacobson in majestic form – unnervingly truthful, poignant, and very, very funny.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1181778317i/1193716.jpg,"['British Literature', 'Fiction']",0224062867,0224062867,9.78022e+12,Jonathan Cape,['Howard Jacobson'],1.00987e+12,
Heligoland,2003,1,0,0,,"8, 20, 40, 25, 11",104,26,8,20,40,25,11,3.105769231,224,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}, {'name': 'Orange Prize', 'awardedAt': 1041408000000, 'category': 'Fiction Shortlist', 'hasWon': None}]",,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1061797.Heligoland,Heligoland,"The Nautilus, a strange building shaped like the chambered shell of the same name, was built in South London in the early 1930s. Designed on Modernist and Utopian principles, it was a haven for a floating community of cosmopolitan refugees, intellectuals and artists.Now, at the end of the century, only two of the original inhabitants still occupy their chambers - Celeste Zylberstein, joint architect with her late husband of the Nautilus, and Francis Campion, an elderly poet. Gus Crabb, a dealer in bric-a-brac, is the only other resident until, to the Nautilus, like a hermit crab seeking a home, comes Rowena Snow. Of Indian/Scottish parentage, orphaned, without family or friends, Rowena is in search of her own Utopia - or the Heligoland of her childhood imagination.Shorlisted for the Orange Prize for fiction and the Whitbread Novel Award.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338503276i/1061797.jpg,"['Contemporary', 'Literary Fiction', 'Fiction']",0099273594,0099273594,9.7801e+12,VINTAGE,['Shena Mackay'],1.07294e+12,
Gathering the Water,2006,1,0,0,,"7, 17, 33, 45, 10",112,22,7,17,33,45,10,3.303571429,389,English,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2007,9,4,"[{'name': 'Booker Prize', 'awardedAt': 1136102400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/2015222.Gathering_the_Water,Gathering the Water,"It is 1847, northern England, and Charles Weightman has been given the unenviable task of overseeing the flooding of the Forge Valley and evicting its lingering inhabitants. Weightman is heartily resented by these locals, and he himself is increasingly unconvinced both of the wisdom of his appointment and of the integrity and motives of the company men who posted him there. He finds some solace, however, in his enigmatic neighbour, Mary Latimer. Caring for her mad sister, Mary is also an outsider, and a companionship develops between the two of them which offers them both some comfort and support in their mutual isolation. As winter closes steadily in and as the waters begin to rise in the Forge Valley, it becomes increasingly evident that the man-made deluge cannot be avoided; not by the locals desperate to save their homes, nor by the reluctant agent of their destruction, Weightman himself.In a masterful new novel, Edric captures powerful human emotions with grace and precision. The hauntingly resonant backdrop to this story of David and Goliath marks Edric’s dramatic return to historical literary fiction.From the Hardcover edition.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320420096i/2015222.jpg,"['Historical', 'Historical Fiction', 'Fiction']",0552999741,0552999741,9.78055e+12,Black Swan,['Robert Edric'],1.18889e+12,
Critical Injuries,2002,1,0,0,,"1, 7, 46, 56, 18",128,18,1,7,46,56,18,3.6484375,336,English,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2002,7,1,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/295756.Critical_Injuries,Critical Injuries,"Forty-nine-year-old Isla revels in her career and happy second marriage despite her first husband's shocking actions, while seventeen-year-old Roddy, eager to escape small-town life, plans to move to the glamorous city with his best friend, until an ill-timed encounter changes everything.From the author of the Scotiabank Giller Prize finalist Luck comes the Man Booker Prize nominated Critical Injuries .Isla and her second husband Lyle are heading out in Lyle’s truck for a celebratory ice cream treat. Teenaged Roddy is finally carrying out a plan he sees leading to a new, more hopeful life away from his hometown.They’ve never met. After a catastrophic first marriage, Isla is recovering in a contented and sheltered connection with Lyle. At 17, Roddy is flailing, desperate for escape into a shiny future he hasn’t precisely envisioned.Then in one unpredictable, unintended moment, Isla’s and Roddy’s lives intersect in an ice cream shop, and nothing can be the same for either of them again.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347669427i/295756.jpg,"['Canada', 'Fiction']",1582432082,1582432082,9.78158e+12,Counterpoint,['Joan Barfoot'],1.02551e+12,
Judge Savage,2003,1,0,0,,"16, 18, 40, 38, 28",140,14,16,18,40,38,28,3.314285714,456,English,[],,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004,10,11,NA,https://www.goodreads.com/book/show/419984.Judge_Savage,Judge Savage,"Now in paperback comes the gripping, suspenseful novel about Daniel Savage, a man who's lived a double life for far too long. Recently promoted to the position of Crown Court judge, Savage decides it's finally time to rededicate himself to his family, but a woman from his past who holds a secret the could ruin his marriage and career sends his existence into a mess of violence and confusion.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348680178i/419984.jpg,['Fiction'],1559707402,1559707402,9.78156e+12,Arcade Publishing,['Tim Parks'],1.09748e+12,
TO THE LAST CITY,2002,0,1,0,,"16, 39, 61, 25, 6",147,24,16,39,61,25,6,2.768707483,224,English,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': '', 'hasWon': None}]",,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2003,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1009872000000, 'category': '', 'hasWon': None}",https://www.goodreads.com/book/show/544360.TO_THE_LAST_CITY,TO THE LAST CITY,Book by Colin Thubron,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348978085i/544360.jpg,"['British Literature', 'Travel', 'Fiction', 'Novels']",0099437236,0099437236,9.7801e+12,Vintage,['Colin Thubron'],1.04141e+12,
Crossing the Lines,2003,1,0,0,,"1, 8, 34, 69, 41",153,17,1,8,34,69,41,3.921568627,496,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}]","[""The Soldier's Return""]",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2005,7,6,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/996744.Crossing_the_Lines,Crossing the Lines,"A series of people find their fates intertwined when they cross boundaries in their lives, from a teenager's seduction by the outside world, to his romance with a girl whose life is precariously balanced, to the struggles of his middle-aged parents. By the author of The Soldier's Return.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348676584i/996744.jpg,"['Historical Fiction', 'Fiction']",1559707380,1559707380,9.78156e+12,Arcade Publishing,['Melvyn Bragg'],1.12063e+12,
The Blue Tango,2001,1,0,0,,"9, 18, 50, 57, 27",161,26,9,18,50,57,27,3.465838509,275,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2001,1,1,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/2927277-the-blue-tango,The Blue Tango,"Book by McNamee, Eoin",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366571243i/2927277.jpg,"['Irish Literature', 'Crime', 'Mystery', 'Ireland', 'True Crime', 'Drama', 'Death', 'Historical Fiction', 'Fiction']",0571207650,0571207650,9.78057e+12,Gardners Books,['Eoin McNamee'],9.78336e+11,
Winnie and Wolf,2007,1,0,0,,"15, 25, 50, 44, 31",165,40,15,25,50,44,31,3.309090909,384,English,"[{'name': 'Booker Prize', 'awardedAt': 1167638400000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2007,9,25,"[{'name': 'Booker Prize', 'awardedAt': 1167638400000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1669253.Winnie_and_Wolf,Winnie and Wolf,"Winnie and Wolf is the story of the extraordinary relationship between Winifred Wagner and Adolf Hitler that took place during the years 1925–40, as seen through the eyes of the secretary at the Wagner house in Bayreuth.Winifred, an English girl, brought up in an orphanage in East Grinstead, married at the age of eighteen to the son of Germany’s most controversial genius, is a passionate Germanophile, a Wagnerian dreamer, a Teutonic patriot.In the debacle of the post-Versailles world, the Wagner family hope for the coming, not of a warrior, a fearless Siegfried, but of a Parsifal, a mystic idealist, a redeemer-figure. In 1925, they meet their Parsifal – a wild-eyed Viennese opera-fanatic in a trilby hat, a mac and a badly fitting suit. Hitler has already made a name for himself in some sections of German society through rabble-rousing and street corner speeches. It is Winifred, though, who believes she can really see his poetry. Almost at once they drop formalities and call one another ‘Du’ rather than ‘Sie’. She is Winnie and he is Wolf.Like Winnie, Hitler was an outsider. Like her, he was haunted by the impossibility of reconciling the pursuit of love and the pursuit of power; the ultimate inevitability, if you pursued power, of destruction. Both had known the humiliations of poverty. Both felt angry and excluded by society. Both found each other in an unusual kinship that expressed itself through a love of opera.In A.N. Wilson’s most bold and ambitious novel yet, the world of the Weimar Republic and Nazi Germany is brilliantly recreated, and forms the backdrop to this incredible bond, which ultimately reveals the remarkable capacity of human beings to deceive themselves.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320419686i/1669253.jpg,"['Music', '20th Century', 'Historical', 'Historical Fiction', 'Germany', 'Fiction']",0091796768,0091796768,9.78009e+12,Hutchinson,['A.N. Wilson'],1.1907e+12,
The Taxi Driver's Daughter,2003,1,0,0,,"7, 26, 86, 49, 31",199,26,7,26,86,49,31,3.35678392,263,English,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}, {'name': 'RSL Encore Award', 'awardedAt': 1072944000000, 'category': None, 'hasWon': None}]",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2004,1,1,"[{'name': 'Booker Prize', 'awardedAt': 1041408000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/560347.The_Taxi_Driver_s_Daughter,The Taxi Driver's Daughter,"When her mother is sent to prison for three months for assaulting a policeman with a stiletto shoe, fifteen-year-old Caris goes gently off the rails. Whilst her taxi-driver father Mac attempts to keep the family together, Caris meets George, a boy from the other side of the vale and from a very different sort of family. Their relationship leads her away from school and what she has known, into a new and unnerving world - and looks set to throw the family into terrifying chaos. Julia Darling's acclaimed novel blends the gritty and the everyday with the evocative and the enchanting, to create an original, inventive and often moving portrayal of family ties, suburban life, love and growing up.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347757598i/560347.jpg,"['Contemporary', 'British Literature', 'Fiction']",0141012617,0141012617,9.78014e+12,"Penguin Books, Limited (UK)",['Julia Darling'],1.07294e+12,
Shamrock Tea,2001,1,0,0,,"15, 21, 51, 71, 56",214,23,15,21,51,71,56,3.61682243,320,English,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}]",,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2002,3,1,"[{'name': 'Booker Prize', 'awardedAt': 978336000000, 'category': 'Longlist', 'hasWon': None}",https://www.goodreads.com/book/show/1221513.Shamrock_Tea,Shamrock Tea,"Shamrock tea, the magical substance that allows people to experience the world with visionary clarity, can only be found by passing through the famous van Eyck painting The Arnolfini Marriage. The characters who bear this knowledge include a young boy named Carson, his uncle Celestine, Ludwig Wittgenstein, and the nephew of a famous Belgian writer. Vividly colorful, Shamrock Tea —nominated for the 2001 Booker Prize and winner of a Los Angeles Times Best Book of 2001—invites readers to enter another world.",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328701394i/1221513.jpg,"['Magical Realism', 'Poetry', 'Irish Literature', 'Ireland', 'Art', 'Fantasy', 'Contemporary', 'Historical Fiction', 'Fiction']",1862074801,1862074801,9.78186e+12,Granta UK,['Ciaran Carson'],1.01497e+12,
